signal_date,realized_date,policy_source,selected_count,beta_penalty,uncertainty_penalty,volatility_penalty,tilt_strength,equal_signal_beta,strategy_signal_beta,equal_target_turnover,strategy_target_turnover,equal_max_weight,strategy_max_weight,market_return_63d,market_vol_63d,rationale
2023-04-28,2023-05-31,deterministic,48,1.1564798250893515,0.5,0.604319883392901,0.8230239183750306,0.774766249912759,0.713305904669623,0.10416666666666666,0.13346251869837514,0.020833333333333332,0.036458333333333336,0.011745746428238224,0.15755515802144435,Deterministic point-in-time volatility rule
2023-05-31,2023-06-30,deterministic,49,1.0427162283847988,0.5,0.528477485589866,0.7699342399129061,0.7776287341693807,0.7204726832337564,0.12244897959183679,0.12129997611880722,0.02040816326530612,0.035714285714285705,0.08020640886793573,0.13025189481235172,Deterministic point-in-time volatility rule
2023-06-30,2023-07-31,deterministic,48,1.0,0.5,0.5,0.75,0.7399244455603929,0.6762274251284789,0.08163265306122452,0.10003384979293733,0.020833333333333332,0.03645833333333333,0.06605469858994972,0.112077951118408,Deterministic point-in-time volatility rule
2023-07-31,2023-08-31,deterministic,48,1.0,0.5,0.5,0.75,0.7586577785665599,0.7054590864729604,0.10416666666666666,0.1527939436727144,0.020833333333333332,0.036458333333333336,0.06315174259435774,0.11762239914924964,Deterministic point-in-time volatility rule
2023-08-31,2023-09-27,deterministic,48,1.0432674219260394,0.5,0.5288449479506929,0.7701914635654851,0.7339089626560283,0.6801280121553602,0.08333333333333333,0.14714598939370419,0.020833333333333332,0.036458333333333336,-0.009849739706578542,0.13038418126224946,Deterministic point-in-time volatility rule
2023-09-27,2023-10-31,deterministic,48,1.0768807988325602,0.5,0.5512538658883734,0.7858777061218614,0.697996470933631,0.6430219611017842,0.125,0.15640532848831862,0.020833333333333332,0.036458333333333336,-0.028776122952526184,0.13845139171981444,Deterministic point-in-time volatility rule
2023-10-31,2023-11-30,deterministic,48,1.1453852401075277,0.5,0.5969234934050185,0.8178464453835129,0.6714667444843297,0.6019844375549477,0.14583333333333331,0.17989211471253722,0.020833333333333332,0.036458333333333336,-0.10277190509748646,0.15489245762580667,Deterministic point-in-time volatility rule
2023-11-30,2023-12-28,deterministic,48,1.2944213923898522,0.5,0.6962809282599014,0.887396649781931,0.713026223117839,0.6454421945412885,0.08333333333333333,0.10513726792519877,0.020833333333333332,0.03645833333333333,0.017742760051725037,0.1906611341735645,Deterministic point-in-time volatility rule
2023-12-28,2024-01-31,deterministic,48,1.3001959949834083,0.5,0.7001306633222721,0.8900914643255905,0.7114011425654464,0.6428071472902158,0.08333333333333333,0.10179569917945118,0.020833333333333332,0.036458333333333336,0.0782181796277337,0.19204703879601798,Deterministic point-in-time volatility rule
2024-01-31,2024-02-29,deterministic,48,1.2632181548256516,0.5,0.6754787698837676,0.8728351389186374,0.6745881717509575,0.5950024406556791,0.14583333333333331,0.17678254679934652,0.020833333333333332,0.036458333333333336,0.10040581227909318,0.18317235715815636,Deterministic point-in-time volatility rule
2024-02-29,2024-03-29,deterministic,48,1.1873379986689514,0.5,0.6248919991126344,0.837424399378844,0.7383773901655505,0.6461812679674505,0.10416666666666666,0.14790161347862293,0.020833333333333332,0.03645833333333333,0.06563370995294693,0.16496111968054836,Deterministic point-in-time volatility rule
2024-03-29,2024-04-30,deterministic,48,1.2525714277883533,0.5,0.6683809518589022,0.8678666663012315,0.7090509641688404,0.6302033037095648,0.12499999999999999,0.16211783198899923,0.020833333333333332,0.03645833333333333,0.06905801443940263,0.18061714266920478,Deterministic point-in-time volatility rule
2024-04-30,2024-05-31,deterministic,48,1.291929512264326,0.5,0.694619674842884,0.8862337723900188,0.6787003044731029,0.5987804158350036,0.12499999999999999,0.1353518782361947,0.020833333333333332,0.036458333333333336,0.09251668112863176,0.19006308294343824,Deterministic point-in-time volatility rule
2024-05-31,2024-06-28,deterministic,49,1.2701701143695796,0.5,0.6801134095797197,0.8760793867058038,0.6702254306736052,0.5953277252885031,0.08163265306122451,0.10010622519933964,0.02040816326530612,0.03571428571428571,0.01544959746002994,0.1848408274486991,Deterministic point-in-time volatility rule
2024-06-28,2024-07-31,deterministic,48,1.220379785673298,0.5,0.6469198571155321,0.8528438999808725,0.6504327994431985,0.5756431952894651,0.10204081632653064,0.12454552152733801,0.020833333333333332,0.036458333333333336,0.025146823278163755,0.17289114856159155,Deterministic point-in-time volatility rule
2024-07-31,2024-08-30,deterministic,48,1.164083862450226,0.5,0.6093892416334842,0.8265724691434388,0.6330552690621607,0.5514327827692903,0.10416666666666667,0.12126705984975593,0.020833333333333332,0.03645833333333333,0.043925592625109866,0.1593801269880543,Deterministic point-in-time volatility rule
2024-08-30,2024-09-30,deterministic,48,1.591870823702066,0.5,0.8945805491347106,1.0262063843942975,0.6807191085247192,0.5794441885396926,0.20833333333333331,0.2698511108833012,0.020833333333333332,0.03645833333333333,0.00932413947125954,0.2620489976884958,Deterministic point-in-time volatility rule
2024-09-30,2024-10-31,deterministic,48,1.6709843640662447,0.5,0.9473229093774964,1.0631260365642476,0.7038718344221677,0.6032711461777742,0.0625,0.0775438344164332,0.020833333333333332,0.036458333333333336,-0.0981243623616812,0.2810362473758987,Deterministic point-in-time volatility rule
2024-10-31,2024-11-29,deterministic,48,1.6692862546766012,0.5,0.9461908364510676,1.0623335855157472,0.687262941117571,0.5974904028715693,0.10416666666666667,0.13526048225837595,0.020833333333333332,0.036458333333333336,-0.0860313526908365,0.2806287011223843,Deterministic point-in-time volatility rule
2024-11-29,2024-12-30,deterministic,48,1.3110727097588089,0.5,0.7073818065058726,0.8951672645541108,0.5764355042367635,0.5031538189026592,0.16666666666666666,0.1854259480954666,0.020833333333333332,0.036458333333333336,-0.1115448663700147,0.19465745034211412,Deterministic point-in-time volatility rule
2024-12-30,2025-01-31,deterministic,48,1.297945485330485,0.5,0.6986303235536567,0.8890412264875597,0.6772636364611365,0.5930764563879869,0.14583333333333331,0.16559284114660458,0.020833333333333332,0.03645833333333333,-0.108349231287173,0.19150691647931642,Deterministic point-in-time volatility rule
2025-01-31,2025-02-28,deterministic,48,1.3040591115644071,0.5,0.7027060743762714,0.89189425206339,0.6390984901181067,0.5577362764873448,0.10416666666666667,0.12006154269461673,0.020833333333333332,0.036458333333333336,-0.029152226461251818,0.19297418677545772,Deterministic point-in-time volatility rule
2025-02-28,2025-03-31,deterministic,48,1.3160794586168907,0.5,0.7107196390779271,0.897503747354549,0.670767592648281,0.5821279332026003,0.14583333333333331,0.17896194442068425,0.020833333333333332,0.036458333333333336,0.005746780599349632,0.19585907006805375,Deterministic point-in-time volatility rule
2025-03-31,2025-04-30,deterministic,48,1.2790465424839903,0.5,0.6860310283226603,0.8802217198258622,0.6309102013500735,0.5523998069076049,0.125,0.17137502822504122,0.020833333333333332,0.03645833333333333,0.04419941570068797,0.1869711701961577,Deterministic point-in-time volatility rule
2025-04-30,2025-05-30,deterministic,48,1.570931318245679,0.5,0.8806208788304526,1.0164346151813168,0.6636398311220449,0.5890410994672047,0.08333333333333333,0.1290012241170908,0.020833333333333332,0.03645833333333333,0.005939300350418897,0.2570235163789629,Deterministic point-in-time volatility rule
2025-05-30,2025-06-30,deterministic,48,1.5647105153142227,0.5,0.8764736768761485,1.013531573813304,0.6763319833451602,0.6074350484133213,0.08333333333333333,0.13075215507386923,0.020833333333333332,0.03645833333333333,0.029515330222437575,0.25553052367541346,Deterministic point-in-time volatility rule
2025-06-30,2025-07-31,deterministic,48,1.5789034819243966,0.5,0.8859356546162643,1.0201549582313851,0.7294978245059518,0.6687339612201401,0.10416666666666666,0.17162416595757585,0.020833333333333332,0.03645833333333333,0.16788732394366046,0.25893683566185516,Deterministic point-in-time volatility rule
2025-07-31,2025-08-29,deterministic,48,1.1746193714314566,0.5,0.6164129142876377,0.8314890400013464,0.7582651876351024,0.6967812719224913,0.125,0.1608567470347232,0.020833333333333332,0.03645833333333333,0.3011747953008186,0.16190864914354955,Deterministic point-in-time volatility rule
2025-08-29,2025-09-30,deterministic,48,1.262687279698755,0.5,0.6751248531325031,0.8725873971927522,0.7447109459119351,0.6822589080043728,0.08333333333333333,0.11747713173158286,0.020833333333333332,0.03645833333333333,0.1846425030296357,0.18304494712770114,Deterministic point-in-time volatility rule
2025-09-30,2025-10-31,deterministic,49,1.255897507517025,0.5,0.6705983383446833,0.8694188368412783,0.757142709856647,0.6829737051857716,0.10204081632653064,0.14783168187478238,0.02040816326530612,0.035714285714285705,0.1438119827232589,0.18141540180408597,Deterministic point-in-time volatility rule
2025-10-31,2025-11-28,deterministic,48,1.398198867108957,0.5,0.7654659114059713,0.9358261379841799,0.7030413477861704,0.6267728917334617,0.12244897959183676,0.135305698830712,0.020833333333333332,0.03645833333333333,0.33710224519463705,0.21556772810614966,Deterministic point-in-time volatility rule
2025-11-28,2025-12-30,deterministic,48,1.683795349508947,0.5,0.955863566339298,1.0691044964375087,0.654319406744478,0.585406564625093,0.1875,0.1991885261873702,0.020833333333333332,0.036458333333333336,0.2901422882559781,0.2841108838821473,Deterministic point-in-time volatility rule
2025-12-30,2026-01-30,deterministic,48,1.7452431305410783,0.5,0.9968287536940521,1.0977801275858365,0.5852372197790845,0.5236510398017754,0.18749999999999997,0.2174256229619963,0.020833333333333332,0.03645833333333333,0.2614334186806544,0.2988583513298588,Deterministic point-in-time volatility rule
2026-01-30,2026-02-27,deterministic,48,1.6885758685096621,0.5,0.9590505790064414,1.071335405304509,0.5874625181532385,0.5296335025921277,0.22916666666666666,0.2627919815031787,0.020833333333333332,0.03645833333333333,0.335877331757096,0.2852582084423189,Deterministic point-in-time volatility rule
2026-02-27,2026-03-13,deterministic,48,1.75,0.5,1.0,1.1,0.603987075992513,0.5379354127974143,0.2291666666666666,0.25668588215404303,0.020833333333333332,0.03645833333333333,0.7258186793883239,0.31837086997413117,Deterministic point-in-time volatility rule
