,EGARCH,EGARCH-X,Markov Switching
"corr(pred, realized)",-0.03149553243949464,0.6509569750050207,0.32900616813047584
regime_hit_rate,0.7184115523465704,0.7355072463768116,0.6353790613718412
avg_realized_vol_when_pred_high,6.531374089929623,6.82912365794929,6.235031735144879
avg_realized_vol_when_pred_low,4.808200278177067,4.748596318184529,4.698571828825753
avg_next_ret_when_pred_high_vol,0.015390378236436584,0.014528870437974819,0.008190421005952037
avg_next_ret_when_pred_low_vol,0.008862947599856624,0.009354400129988314,0.012157715162298825
